Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Information,,,,,,,,Chromatogram Peak Areas,,,,,,,,Chlorophylls,,,,Carotenoids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sample
ID",Treatment,Tree Species,Month,Extraction Date,"Leaf Weight
(g)","Extraction
Volume
(ml)","HPLC 
Injection Volume
(µl)","Violaxanthin
HPLC Peak Area
(mAU*sec)","Neoxanthin
HPLC Peak Area
(mAU*sec)","Antheraxanthin
HPLC Peak Area
(mAU*sec)","Lutein
HPLC Peak Area
(mAU*sec)","Zeaxanthin
HPLC Peak Area
(mAU*sec)","Chlorophyll B
HPLC Peak Area
(mAU*sec)","Chlorophyll A
HPLC Peak Area
(mAU*sec)","Beta Carotene
HPLC Peak Area
(mAU*sec)","Chlorophyll B
Concentration
(µmol/g)","Chlorophyll A
Concentration
(µmol/g)","Chlorophyll Pool
(µmol/g)","Chlorophyll 
a/b 
Ratio","Violaxanthin
Concentration
(µmol/g)","Neoxanthin
Concentration
(µmol/g)","Antheraxanthin
Concentration
(µmol/g)","Lutein
Concentration
(µmol/g)","Zeaxanthin
Concentration
(µmol/g)","Beta Carotene
Concentration
(µmol/g)","Total Carotenoids/ChlA+ChlB
(mol/mol)","V+A+Z
(µmol/g)","V+A+Z /ChlA+ChlB
(mol/mol)",Z/V+A+Z,Z+A/V+A+Z,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P9B1R2D,D,Pine,April,180627,0.0266,0.75,40,26.5,59.4,70.4,573.4,259.2,329.2,687.1,148.7,0.144450423,0.468829511,0.613279934,3.245608436,0.005829875,0.020336405,0.018236842,0.091911062,0.097327895,0.055668165,0.471742557,0.121394612,0.197943232,0.801748059,0.95197583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 P10B1R1,L,Pine,April,180622,0.0251,0.74,40,44.7,74.1,64.2,802.6,290.4,664.1,1156,303.9,0.30469887,0.824766853,1.129465722,2.7068261,0.010282514,0.026526767,0.017389631,0.134520237,0.114019023,0.11896111,0.373361735,0.141691168,0.125449729,0.804700988,0.927430101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 P10B1R2,L,Pine,April,180622,0.0247,0.69,40,34.2,51.8,52,613.6,246,515,907.1,252.7,0.22389208,0.61322898,0.83712106,2.738948961,0.007454388,0.017570738,0.013346053,0.097446884,0.091518723,0.093728937,0.383535594,0.112319164,0.134173143,0.814809509,0.933632087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P2B1R1,L,Pine,April,180622,0.0248,0.71,40,28.8,44.5,56.2,495.5,245.5,362.4,731.1,168.7,0.161463448,0.506522589,0.667986036,3.137072794,0.006433287,0.015469447,0.014782243,0.080645622,0.093601082,0.064126577,0.411772468,0.114816612,0.171884749,0.81522247,0.943969022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P2B1R2,L,Pine,April,180622,0.0237,0.76,40,30.4,40,55.1,503.5,234.4,418.2,801,186.9,0.208702975,0.621603038,0.830306013,2.978410053,0.007606285,0.01557519,0.016233576,0.091789962,0.100102646,0.079577604,0.374422512,0.123942508,0.149273287,0.807653874,0.938630536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P9B1R1,L,Pine,April,180627,0.0236,0.72,40,24.2,67.9,55.9,636,280.7,435.9,865.1,182.3,0.206960148,0.638707729,0.845667877,3.086138728,0.005760625,0.025153497,0.015668581,0.110308271,0.114047458,0.073845404,0.407705964,0.135476664,0.160200793,0.841823638,0.957478836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P9B1R2,L,Pine,April,180627,0.023,0.71,40,42.5,68.8,77,592.3,180.9,412.4,793.3,168.7,0.198120098,0.592629591,0.790749689,2.991264379,0.010236541,0.025788558,0.021838288,0.103944787,0.074368973,0.069145179,0.386117542,0.106443802,0.134611247,0.698668892,0.9038315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S3B1R1D,D,Spruce,April,180627,0.025,0.8,40,26.9,70.9,49.9,651.9,168.6,405.1,730.7,148.5,0.2017398,0.56585408,0.76759388,2.804870829,0.006716392,0.027548904,0.0146706,0.118593648,0.071850576,0.06309468,0.394055773,0.093237568,0.121467316,0.770618298,0.927964745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S3B2R1D,D,Spruce,April,180622,0.0216,0.78,40,20.8,36.9,34.6,482.1,205.2,305.1,653.6,135,0.171459844,0.571173778,0.742633622,3.331239346,0.005860544,0.016179881,0.011479271,0.098971113,0.098682675,0.064727813,0.398448559,0.11602249,0.156231131,0.85054781,0.949487859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S9B1R1D,D,Spruce,April,180627,0.0244,0.69,40,15.6,54.1,31,662.8,351.9,341.1,854.4,136,0.150113706,0.584703738,0.734817444,3.895072286,0.003442054,0.018576532,0.008054124,0.106554607,0.132526045,0.051063959,0.435778061,0.144022222,0.195997283,0.920177751,0.976100538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S9B2R1D,D,Spruce,April,180627,0.0225,0.74,40,8.7,37.7,28.9,491.9,267,252.4,679.8,109.8,0.129186733,0.541060373,0.670247107,4.188203845,0.002232555,0.015055621,0.008732617,0.091972183,0.116945407,0.047947708,0.422062381,0.127910579,0.190840926,0.914274706,0.982545968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S3B1R1,L,Spruce,April,180627,0.0246,0.72,40,27.9,82.3,43.9,711.9,194.1,468.4,864,169.3,0.213350488,0.611964878,0.825315366,2.868354717,0.006371407,0.029248617,0.011804817,0.118453215,0.075656393,0.065791632,0.372374117,0.093832617,0.113693045,0.806290979,0.93209816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S3B2R1,L,Spruce,April,180627,0.025,0.74,40,23.5,68.3,31.8,575.7,178,337.7,643.9,136.1,0.155561505,0.461238448,0.616799953,2.964990908,0.005427419,0.024548249,0.00864801,0.096876493,0.070167244,0.053489205,0.420163166,0.084242673,0.13658022,0.832918063,0.935573993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S9B1R1,L,Spruce,April,180622,0.0249,0.70,40,22.1,44.1,22.1,620.8,342.5,352.5,909.1,143.5,0.15421875,0.61848008,0.77269883,4.010407816,0.004847577,0.015053774,0.005708057,0.099215807,0.128227736,0.053563248,0.396812041,0.13878337,0.17960862,0.923941647,0.965070907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180410 S9B2R1,L,Spruce,April,180627,0.0264,0.71,40,14.9,58.6,18.9,673.9,355.8,331.6,789.2,150.2,0.138786847,0.513637667,0.652424513,3.700910276,0.003126615,0.019136396,0.004669964,0.103033949,0.127433341,0.053634059,0.476736112,0.135229921,0.207272901,0.942345748,0.976879263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P2B1R1D,D,Pine,May,180711,0.025,0.8,40,110,62.3,43.9,504.4,9.2,363.5,603.2,117.4,0.181023,0.46711808,0.64814108,2.580434972,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,#REF!,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 S9B1R1D,D,Spruce,May,180711,0.0256,0.72,40,94.1,68,58.7,701.3,20,507.5,823.4,173.8,0.2274615,0.573876864,0.801338364,2.522962629,0.021145399,0.023779872,0.01553202,0.114822446,0.00767088,0.06645973,0.31124224,0.044348299,0.055342788,0.172968978,0.523197065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 S3B1R1,L,Spruce,May,180711,0.0241,0.74,40,87,48.1,30.5,497.4,11.2,342.8,573.9,133.8,0.163807905,0.426448183,0.590256087,2.603343127,0.020843359,0.017933616,0.008604227,0.086826227,0.004579894,0.054549039,0.327546577,0.03402748,0.057648673,0.134593975,0.38745511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 S9B1R2D,D,Spruce,May,180711,0.0244,0.72,40,84.9,53,51.6,607.3,16.4,449.9,758.1,158.2,0.206603668,0.541357967,0.747961635,2.620272778,0.019547181,0.018990074,0.013989098,0.101877064,0.006444797,0.061981982,0.297916611,0.039981076,0.053453378,0.161196179,0.51108917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P10B1R2D,D,Pine,May,180711,0.0267,0.71,40,139.7,85,68.7,811.5,13.3,634,979.8,176.9,0.262370927,0.630521483,0.89289241,2.403168257,0.028985265,0.027445688,0.016784221,0.122677829,0.004710006,0.062458454,0.2946172,0.050479491,0.056534797,0.093305333,0.425801168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P2B1R1,L,Pine,May,180711,0.0235,0.73,40,126.8,71.9,33,578.7,7,531.6,812.8,129.2,0.25699184,0.611018077,0.868009917,2.37757773,0.030733217,0.027120145,0.009418165,0.102197189,0.002895848,0.05328854,0.259966043,0.04304723,0.049593017,0.06727141,0.28605819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P9B1R1D,D,Pine,May,180711,0.0247,0.76,40,108.3,45.9,42.4,462.1,11.5,321.9,533.3,114.5,0.154140577,0.397103385,0.551243962,2.576241717,0.026000331,0.017148946,0.011986154,0.080831954,0.004712346,0.046777654,0.340062473,0.042698831,0.077459045,0.110362417,0.391076282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P9B1R2D,D,Pine,May,180711,0.023,0.72,40,136.4,55,57.8,566.1,21.5,357,603.1,183.2,0.173921087,0.456887583,0.63080867,2.626982102,0.033315997,0.020906217,0.016623783,0.10074611,0.008963257,0.076145885,0.406939949,0.058903036,0.093377023,0.152169687,0.434392538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 S9B1R2,L,Spruce,May,180711,0.0247,0.72,40,104.4,59.4,31.4,630.3,10.1,619.5,946.3,174.7,0.281032287,0.667543773,0.948576061,2.375327687,0.023744871,0.021024714,0.008409352,0.104451172,0.003920845,0.067615266,0.241589715,0.036075068,0.038030759,0.108685714,0.341792752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P10B1R1,L,Pine,May,180710,0.0251,0.8,40,127.8,82,31.1,659.1,7.9,558.1,850.8,197.8,0.276826494,0.656234582,0.933061076,2.370562774,0.031781976,0.03173498,0.009106972,0.119425769,0.003353251,0.083706438,0.29913303,0.044242199,0.047416188,0.075793045,0.281636612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P2B1R1,L,Pine,May,180710,0.0269,0.72,40,132.7,72.4,46.8,578.8,18.9,377.2,653.4,128.9,0.157119926,0.423228312,0.580348238,2.693664158,0.027713088,0.023530269,0.011508625,0.088072274,0.006736972,0.045808856,0.350427673,0.045958684,0.079191563,0.146587569,0.396999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180515 P10B1R2,L,Pine,May,180710,0.0268,0.73,40,150.6,104.2,52.3,849.4,18.8,625.7,1015.5,206.4,0.265236681,0.669396381,0.934633062,2.523770004,0.032007136,0.034463858,0.013088417,0.131531809,0.006819753,0.074647294,0.313019385,0.051915305,0.055546189,0.131363046,0.383473989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P2B1R1,L,Pine,June,180710,0.0272,0.7,40,82.4,72.7,32.9,548.9,22.9,466.4,927.3,178.7,0.186795772,0.577516985,0.764312757,3.09170266,0.01654589,0.022718082,0.007778975,0.080306895,0.007848512,0.061061856,0.256779973,0.032173377,0.042094518,0.243944302,0.48572729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P10B1R2,L,Pine,June,180710,0.024,0.71,40,99,80,13.4,563.4,0,492.4,881.4,177.3,0.226696344,0.63100895,0.857705294,2.783498576,0.022851572,0.02873725,0.003642078,0.094753316,0,0.069642147,0.256062735,0.02649365,0.03088899,0,0.137469851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P9B1R1D,D,Pine,June,180710,0.0264,0.71,40,133,85.6,26.4,648.2,0,593,1125.5,233.8,0.248192401,0.732512917,0.980705317,2.9513914,0.027908715,0.027953507,0.006523125,0.099104624,0,0.083486305,0.24979601,0.03443184,0.035109262,0,0.189450375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P9B1R2D,D,Pine,June,180710,0.0249,0.76,40,112.2,74,25.7,550.5,0,519.5,948.4,212.1,0.2467625,0.700520996,0.947283496,2.838847053,0.026720272,0.02742547,0.007206837,0.095521699,0,0.085955016,0.25634279,0.03392711,0.03581516,0,0.2124212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P10B1R2D,D,Pine,June,180710,0.0252,0.73,40,111.3,79.9,19,643.2,0,638,1099.7,228.9,0.287622173,0.770924611,1.058546784,2.680337903,0.02515656,0.028104587,0.005056771,0.105925086,0,0.08804089,0.238330415,0.030213331,0.028542273,0,0.167368861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P2B1R2,L,Pine,June,180710,0.0245,0.71,40,78.5,61.2,31.1,492.6,15.3,436.4,808,130.7,0.196814173,0.566655347,0.76346952,2.87913892,0.017749891,0.021535343,0.008280375,0.081155347,0.005904816,0.050290293,0.242204909,0.031935083,0.04182889,0.184900615,0.444188341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S3B1R1D,D,Spruce,June,180710,0.0272,0.74,40,79.5,47.1,16.9,458.4,10.8,303.9,590.5,128.3,0.12866869,0.388774779,0.51744347,3.021518123,0.016875775,0.015559364,0.004224223,0.070898638,0.003912995,0.046345309,0.304992358,0.025012993,0.048339567,0.15643849,0.325319653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P2B1R1D,D,Pine,June,180710,0.0228,0.7,40,77.9,48.2,20.7,407.8,9.3,348.4,732.3,155.2,0.166464145,0.544086053,0.710550197,3.268487959,0.018660979,0.01796877,0.005838898,0.071177197,0.003802497,0.063266123,0.254330327,0.028302374,0.039831632,0.134352571,0.340656751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S9B1R1,L,Spruce,June,180710,0.0264,0.71,40,82.9,63.5,22.8,552.9,11,423.6,807.6,174.3,0.177292244,0.525613,0.702905244,2.964670011,0.017395733,0.020736538,0.005633608,0.084534012,0.00393976,0.06223979,0.276679457,0.026969101,0.038368047,0.146084231,0.354975432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P9B1R2,L,Pine,June,180709,0.0264,0.78,40,76.4,54.7,36.1,472,52.1,379.6,767.8,196.9,0.174540511,0.548977,0.723517511,3.145269804,0.01761237,0.019623936,0.009799304,0.079279909,0.02049987,0.077241856,0.309677709,0.047911544,0.066220297,0.427869111,0.632398189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S3B1R2,L,Spruce,June,180709,0.0273,0.75,40,58.6,88.1,39.8,675.1,72.9,579.4,934.6,181.1,0.247717376,0.621354945,0.869072321,2.508322,0.012561168,0.029388853,0.010045673,0.105438008,0.026671587,0.06605921,0.287852337,0.049278427,0.056702332,0.54124265,0.745098042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S9B1R2,L,Spruce,June,180709,0.0246,0.7,40,95.2,110.7,19.5,689.9,13.9,606.4,1003.7,195.2,0.268535366,0.691165772,0.959701138,2.573835182,0.021136528,0.038248875,0.005097942,0.111603945,0.00526745,0.073749496,0.265816332,0.031501921,0.03282472,0.167210446,0.329040009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P10B1R1,L,Pine,June,180709,0.0237,0.72,40,98.3,72.9,15.7,512.5,0,484.4,944.6,218,0.229016962,0.694460354,0.923477316,3.032353361,0.023300833,0.026891795,0.004382089,0.088513291,0,0.087934025,0.250165357,0.027682922,0.029976829,0,0.158295742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P10B1R1D,D,Pine,June,180709,0.0261,0.69,40,120,92.4,20.7,628.2,0,547.3,1045.8,217.2,0.225171487,0.669071586,0.894243073,2.971386808,0.024752759,0.029661197,0.00502778,0.094414128,0,0.076240321,0.257308321,0.029780539,0.03330251,0,0.16882771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S3B1R1,L,Spruce,June,180709,0.025,0.73,40,32.9,73.5,29.9,655.7,123.2,380.2,607.1,147.6,0.172772385,0.429001144,0.601773529,2.483042322,0.007495706,0.026060234,0.008021423,0.108847511,0.047908907,0.057224963,0.424675947,0.063426035,0.105398513,0.75535081,0.881819735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S9B1R2D,D,Spruce,June,180709,0.0247,0.72,40,86.2,83.4,18.6,612.7,10.6,531.5,906.6,167.8,0.24111164,0.639538397,0.880650036,2.652457582,0.01960544,0.029519548,0.004981336,0.10153456,0.004114946,0.064944714,0.255153052,0.028701721,0.032591518,0.143369301,0.316924607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P2B1R2D,D,Pine,June,180709,0.0267,0.73,40,113,76.7,24.3,570.3,5.7,458.9,906.4,158.9,0.385665562,0.599717693,0.985383255,1.55502008,0.024105926,0.025463323,0.00610401,0.088643203,0.167090732,0.057683527,0.374565651,0.197300668,0.20022734,0.846883763,0.877821366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180411 P2B1R2D,D,Pine,April,180709,0.0264,0.7,40,29.5,84.5,41.5,648.3,253.4,481,849.2,146.8,0.198480824,0.544903333,0.743384157,2.745370171,0.006103092,0.027205639,0.01010973,0.097723858,0.089479475,0.051681663,0.379754471,0.105692297,0.142177226,0.846603562,0.942256039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 P9B1R1,L,Pine,June,180709,0.0251,0.73,40,94.5,69.6,18.8,479.3,6.6,437.8,864.2,158.5,0.198154646,0.608245307,0.806399953,3.069548546,0.021444441,0.024579129,0.005023476,0.079247768,0.002556323,0.061206101,0.24064639,0.02902424,0.035992363,0.08807546,0.261154103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180611 S3B1R2D,D,Spruce,June,180709,0.026,0.72,40,89.2,62.9,32.8,604.8,29.9,325.8,576.3,145.3,0.140407269,0.386209662,0.526616931,2.75063865,0.019273375,0.021150367,0.008345077,0.095214129,0.01102689,0.053424575,0.395798921,0.038645342,0.073384162,0.28533555,0.501275594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
