"State","County","Median Income","Population","COVID Cases","COVID per million","Unemployment","Percent of adults with less than a high school diploma","Percent of adults with a high school diploma only","Percent of adults completing some college degree","Percent of adults with a bachelor's degree or higher"
"South Carolina","Lancaster",49127,83160,46,553.150553150553,3.8,13.6,31.9,27.6,26.9
"South Carolina","Laurens",34622,66533,6,90.1808125291209,3.6,19.5,35,30.1,15.4
"South Carolina","Lee",32708,18343,19,1035.81747805702,4.6,21.3,42.1,24.3,12.3
"South Carolina","Lexington",46513,277888,130,467.814371257485,2.9,10.4,28.7,30.8,30.1
"South Carolina","Marion",31492,31933,5,156.5778348417,5.5,19.2,39,27.3,14.4
"South Carolina","Marlboro",31562,27924,8,286.491906603638,5.1,24.1,41.4,25.2,9.4
"South Carolina","McCormick",38513,9846,2,203.128173877717,3.6,18.7,32.9,28.1,20.2
"South Carolina","Newberry",37793,37783,7,185.268507000503,3.1,19,36,28,17.1
"South Carolina","Oconee",43312,75192,9,119.693584423875,3.3,16.1,29.9,29.5,24.6
"South Carolina","Orangeburg",33818,90090,30,333.000333000333,5.8,14.4,32.3,33.8,19.5
"South Carolina","Pickens",38344,120368,21,174.46497407949,3.4,15.1,30.1,30.2,24.5
"South Carolina","Richland",45529,401566,340,846.685227334984,3.4,8.9,22.4,30.9,37.7
"South Carolina","Saluda",34455,20026,5,249.675421951463,3.1,20.8,36.2,26.9,16.1
"South Carolina","Spartanburg",43148,293542,120,408.800103562693,3.1,14.7,29.4,32,23.8
"South Carolina","Sumter",38603,107919,105,972.951936174353,4,16.4,31,34.2,18.5
"South Carolina","Union",32745,27876,15,538.097287989669,4.1,18.6,39.8,29.5,12.1
"South Carolina","Williamsburg",32726,32695,12,367.0285976449,5.4,19.3,41.9,26.1,12.7
"South Carolina","York",46667,245346,108,440.194663862464,3.3,10.4,25.9,31.7,32
"South Dakota","Aurora",45253,2745,1,364.298724954463,2.9,13.2,33.6,32.7,20.6
"South Dakota","Beadle",49246,18169,21,1155.81484946888,2.6,14.7,35.3,30,20.1
"South Dakota","Bon Homme",38851,7023,2,284.778584650434,2.5,12.3,36.4,32.9,18.4
"South Dakota","Brookings",46302,33314,6,180.104460587141,2.8,4.6,28.6,27.6,39.2
"South Dakota","Brown",52652,38408,13,338.471151843366,2.8,6.8,30.5,33.3,29.3
"South Dakota","Charles Mix",44877,9287,2,215.354797028104,3.2,12.1,38.2,32.2,17.5
"South Dakota","Clark",48261,3645,1,274.348422496571,4,9,40.3,32.1,18.6
"South Dakota","Clay",39485,13932,6,430.663221360896,2.9,4.1,21.7,25.8,48.4
"South Dakota","Codington",49518,27938,12,429.522514138449,3,8,36.8,33.7,21.6
"South Dakota","Davison",50794,19885,3,150.867488056324,2.6,8.3,30.6,37.2,23.9
"South Dakota","Deuel",51766,4312,1,231.91094619666,4.4,9.2,37.7,29.6,23.6
"South Dakota","Fall River",46885,6845,1,146.09203798393,3.9,7.7,31.9,38.9,21.5
"South Dakota","Faulk",42762,2357,1,424.268137462877,3,7.2,33.3,30.5,28.9
"South Dakota","Hamlin",44209,5989,1,166.9727834363,3.1,8.7,42.3,28.7,20.3
"South Dakota","Hughes",52986,17642,3,170.048747307561,2.6,7.7,27.8,29,35.5
"South Dakota","Hutchinson",53179,7200,2,277.777777777778,2.8,12.3,33,29.1,25.5
"South Dakota","Lake",52401,12368,1,80.8538163001294,3.4,7.7,34.7,24.7,32.9
"South Dakota","Lawrence",50232,24657,9,365.007908504684,2.9,6.4,30,29,34.7
"South Dakota","Lincoln",67364,51548,27,523.783657949872,2.3,5.2,21.7,33.7,39.4
"South Dakota","Lyman",47431,3877,2,515.862780500387,4.1,9.9,38.1,32.2,19.8
"South Dakota","Marshall",48721,4683,1,213.538330130258,3.8,7.8,32.4,35.7,24
"South Dakota","McCook",52453,5649,2,354.044963710391,2.5,12.3,34.1,30.2,23.4
"South Dakota","Meade",43015,26951,1,37.104374605766,3.3,5.5,30.6,36.6,27.2
"South Dakota","Minnehaha",57223,182882,165,902.221104318632,2.6,7.8,27.2,33.1,31.9
"South Dakota","Pennington",51369,108242,6,55.4313482751612,3.1,6.2,28.6,34.5,30.7
"South Dakota","Roberts",36929,10374,4,385.579332947754,4.3,11.5,35.6,35.7,17.2
"South Dakota","Spink",52479,6598,3,454.68323734465,3.5,9,36.5,32.3,22.2
"South Dakota","Todd",25157,9882,1,101.194090265129,6.2,22.1,29.5,32.5,15.8
"South Dakota","Turner",62019,8272,4,483.558994197292,2.7,6.6,33.1,37.1,23.2
"South Dakota","Union",107497,15029,3,199.614079446404,3.2,8.2,27.7,33.7,30.4
"South Dakota","Yankton",50275,22684,15,661.259037206842,2.6,9.1,33,29.7,28.2
"Tennessee","Anderson",41853,75528,11,145.641351551742,3.8,13.2,33.1,30.2,23.5
"Tennessee","Bedford",37266,46627,10,214.468012095996,3.7,19.2,40.6,23.9,16.3
"Tennessee","Benton",33661,16145,4,247.754722824404,4.9,19.1,46.5,21.8,12.6
"Tennessee","Bledsoe",26281,13931,3,215.347067690762,5.8,25.1,38.7,23.4,12.9
"Tennessee","Blount",42991,126339,41,324.523702103072,3.2,10.9,34.8,30.3,24
"Tennessee","Bradley",39099,102975,25,242.777373148823,3.6,15.7,32.3,30.1,21.9
"Tennessee","Campbell",33967,39918,6,150.308131669923,4.8,24.5,40.9,22.7,11.9
"Tennessee","Cannon",36113,13757,7,508.831867412953,3.2,15.9,48.5,21.8,13.8
"Tennessee","Carroll",35900,28370,8,281.988015509341,4.9,17.9,41.6,23.3,17.2
"Tennessee","Carter",34579,56886,3,52.7370530534754,4.1,17.2,39.4,26.6,16.8
"Tennessee","Cheatham",43932,39764,13,326.928880394327,2.7,15,36.4,29,19.6
"Tennessee","Chester",33642,17379,7,402.784970366534,3.8,13.7,40.7,29.2,16.4
"Tennessee","Claiborne",35384,31592,2,63.3071663712332,4.2,19.6,38.4,26.8,15.2
"Tennessee","Clay",31013,7765,1,128.783000643915,5,19.4,46.1,19.9,14.6
"Tennessee","Cocke",31942,35374,2,56.538700740657,4.7,21.4,45.4,22.4,10.8
"Tennessee","Coffee",38656,53623,7,130.540999198105,3.4,13.7,38.7,27.9,19.6
"Tennessee","Cumberland",36613,57985,32,551.866862119514,4.4,14,40,27.8,18.3
"Tennessee","Davidson",66060,668347,888,1328.6511348147,2.6,11.4,22.7,25.6,40.3
"Tennessee","Dickson",40556,50575,27,533.860603064755,3,16.9,41.2,26.4,15.4
"Tennessee","Dyer",40642,37935,10,263.608804534071,4.6,17.3,37.3,28.4,16.9
"Tennessee","Fayette",55364,39011,21,538.309707518392,3.7,13.4,33.1,31.9,21.7
"Tennessee","Fentress",32232,17855,2,112.013441612994,4.2,20.2,44.3,21.9,13.6
"Tennessee","Franklin",38880,41402,14,338.147915559635,3.4,12.8,40,26.5,20.7
"Tennessee","Gibson",38654,49472,13,262.77490297542,4.5,15.1,38.8,28.2,17.8
"Tennessee","Giles",38766,28853,3,103.975323189963,3.7,14.6,44,26.2,15.1
"Tennessee","Grainger",33490,22864,3,131.210636808957,4,21,44.1,24.4,10.6
"Tennessee","Greene",39971,68335,18,263.408209555865,4.6,16.4,42.4,25.8,15.3
"Tennessee","Grundy",31011,13425,16,1191.80633147114,4.4,24.3,42.1,21.4,12.1
"Tennessee","Hamblen",36636,63036,4,63.4558030331874,3.8,18.7,40.3,24.9,16.1
"Tennessee","Hamilton",51743,351220,95,270.485735436479,3.4,10.8,27.5,30.5,31.2
"Tennessee","Hardeman",29430,25965,6,231.080300404391,5,20.9,47.6,20.1,11.4
"Tennessee","Hardin",39387,25870,2,77.3096250483185,4.4,19.6,42.9,23.6,13.9
"Tennessee","Hawkins",34188,56735,16,282.012866837049,4,16.3,43.2,26.5,14
"Tennessee","Haywood",32023,18185,6,329.942260104482,5.4,17.9,45.1,24.4,12.6
"Tennessee","Henderson",35748,28009,2,71.4056196222643,4.7,18.8,40.2,27.2,13.8
"Tennessee","Henry",41989,32204,6,186.312259346665,4.2,14,47.2,21.8,17.1
"Tennessee","Hickman",32780,24384,2,82.0209973753281,3.2,20.3,44.5,24.2,11
"Tennessee","Houston",32822,8267,2,241.925728801258,5.5,23.2,46.1,20.1,10.6
"Tennessee","Humphreys",38665,18135,4,220.567962503446,4.3,15.5,46.7,24.4,13.3
"Tennessee","Jackson",31189,11568,3,259.336099585062,4.7,21.5,46.8,22.6,9
"Tennessee","Jefferson",35866,52677,10,189.836171384096,3.8,15.5,38.9,29.1,16.4
"Tennessee","Johnson",32249,17859,2,111.988353211266,3.5,20.4,41.9,26.3,11.3
"Tennessee","Knox",49738,448644,143,318.738242348053,2.9,9,25.8,28.5,36.7
"Tennessee","Lauderdale",29187,27382,5,182.601709151998,5.8,23,44.6,23.7,8.8
"Tennessee","Lawrence",35252,42274,6,141.931210673227,4,17.5,44.8,25.2,12.5
"Tennessee","Lewis",34432,11906,2,167.982529816899,4.4,15.4,41.3,31.8,11.5
"Tennessee","Lincoln",41388,33637,6,178.375003716146,3.1,16.9,40.7,23.7,18.8
"Tennessee","Loudon",48491,50771,15,295.444249670087,3.4,14.3,33.8,25.6,26.3
"Tennessee","Macon",33297,23003,12,521.671086380037,3.2,21.2,46.2,22.6,10
"Tennessee","Madison",42720,98178,43,437.979995518344,3.8,11.7,34.5,27.9,25.9
"Tennessee","Marion",38450,28407,21,739.254409124512,4.7,18.9,39.5,30,11.6
"Tennessee","Marshall",37550,31269,9,287.825002398542,3.4,15.2,42.2,28.3,14.3
"Tennessee","Maury",42696,85515,26,304.040226860785,3.2,10.6,35.8,31.8,21.8
"Tennessee","McMinn",35897,52626,3,57.0060426405199,4.1,15.2,42.6,26.3,15.8
"Tennessee","McNairy",32573,26267,5,190.352914303118,5.4,19,44.2,24,12.7
"Tennessee","Meigs",33526,11701,2,170.925561917785,4.5,15.5,45.4,28.5,10.5
"Tennessee","Monroe",33338,45233,6,132.64651913426,3.7,21.1,40.2,26,12.8
"Tennessee","Montgomery",41031,189961,65,342.175499181411,3.8,7.5,29.1,36.2,27.2
"Tennessee","Morgan",29380,21660,5,230.84025854109,4.5,18.7,50.3,23.6,7.3
"Tennessee","Obion",40666,30941,3,96.9587279014899,4.9,16.6,44.8,23.7,14.9
"Tennessee","Overton",33701,22028,4,181.587071000545,3.8,20.4,45.2,21.2,13.1
"Tennessee","Perry",34268,7822,3,383.533623114293,4.3,25.8,35.5,27.2,11.5
"Tennessee","Polk",33772,16730,3,179.31858936043,4.2,19.7,39.1,30.2,11
"Tennessee","Putnam",39509,74165,57,768.556596777456,3.6,14,37,23.6,25.4
"Tennessee","Roane",40980,52748,5,94.7903238037461,4.1,11.8,37.1,31.6,19.5
"Tennessee","Robertson",42104,68079,65,954.773131215206,3.1,12.5,38.9,30,18.6
"Tennessee","Rutherford",41031,288906,178,616.117353049089,2.7,8.8,28.3,31,32
"Tennessee","Scott",29758,21987,4,181.925683358348,4.3,21.2,45,24.4,9.4
"Tennessee","Sequatchie",38003,14704,2,136.017410228509,4.3,17.5,39.2,28.8,14.6
"Tennessee","Sevier",39474,95110,18,189.254547366208,3.5,16.1,36.4,30.4,17.1
"Tennessee","Shelby",49465,938803,835,889.430476894514,4.2,11.8,27.5,29.5,31.1
"Tennessee","Smith",37742,19009,3,157.819980009469,3.1,14.9,46.9,25.9,12.4
"Tennessee","Stewart",39853,13279,2,150.61375103547,5,14.4,42.5,28.3,14.9
"Tennessee","Sullivan",42606,157047,26,165.555534330487,3.7,13.4,34.7,29,22.8
"Tennessee","Sumner",48656,172706,361,2090.25743170475,2.8,10.1,31.1,31.9,26.9
"Tennessee","Tipton",38547,61623,38,616.652873115557,4.2,13.1,38.5,31.7,16.7
"Tennessee","Trousdale",30090,8002,14,1749.56260934766,3.3,19.8,34.8,28.5,16.8
"Tennessee","Unicoi",37423,17963,1,55.6699883093025,4.9,15.4,40.5,29.3,14.8
"Tennessee","Union",31693,19113,1,52.3204101920159,4.1,23.8,46,21.7,8.5
"Tennessee","Warren",33970,39969,2,50.0387800545423,3.9,20.9,43,22.1,14
"Tennessee","Washington",43299,126242,27,213.874938609971,3.5,11.4,28.8,27.5,32.4
"Tennessee","Wayne",28962,16913,2,118.252232010879,4.9,20.3,44.4,24.1,11.2
"Tennessee","Weakley",37316,34373,5,145.463008756873,4.2,15.7,38,24.8,21.5
"Tennessee","White",32477,26301,2,76.0427360176419,3.7,17.8,43.4,25.2,13.5
"Tennessee","Williamson",94872,205226,278,1354.60419245125,2.5,4.4,13.5,23,59
"Tennessee","Wilson",49092,125376,113,901.288922919857,2.8,8.8,29.9,30.6,30.6
"Texas","Anderson",34242,57627,2,34.7059538063755,3.1,19.9,36.2,32.1,11.7
"Texas","Andrews",50011,17477,10,572.180580191108,2.4,25.4,36.7,27.5,10.4
"Texas","Angelina",38897,87750,14,159.54415954416,4.4,18.9,31.9,32.9,16.3
"Texas","Aransas",48389,24972,2,80.0897004645203,5.7,15.1,29.7,33.4,21.7
"Texas","Atascosa",36660,47774,4,83.7275505505086,3.8,22.7,39.9,24.1,13.3
"Texas","Austin",50702,29114,6,206.086418904994,3.6,16.9,29.3,30.2,23.5
"Texas","Bastrop",36561,78069,15,192.137724320793,3.4,19,29.4,31.3,20.4
"Texas","Bell",42773,329140,71,215.713678070122,4.1,9.4,25.9,40.1,24.5
"Texas","Bexar",46058,1855866,456,245.707394822687,3.3,16.2,25.2,31,27.6
"Texas","Blanco",51968,10812,4,369.959304476508,2.6,9.3,28.7,34.8,27.1
"Texas","Bowie",40010,93275,17,182.256767622621,4.9,11.8,34.8,33.5,19.9
"Texas","Brazoria",47239,338124,173,511.646614851356,4.5,12.3,25.3,32.7,29.7
"Texas","Brazos",39216,209152,97,463.777539779682,2.8,13.3,19.6,26.2,40.8
"Texas","Brown",38830,37653,6,159.349852601386,3.7,13.9,35.7,31.1,19.3
"Texas","Burleson",42629,17253,5,289.804671651307,3.6,17.5,39.2,26.2,17.1
"Texas","Burnet",46516,44943,5,111.252030349554,2.9,11.9,31.1,31.9,25.1
"Texas","Caldwell",33668,39810,5,125.596583772921,3.6,21.2,37.3,26.7,14.8
"Texas","Calhoun",38668,21797,12,550.534477221636,4.1,19.3,33.3,32.5,15
"Texas","Callahan",39392,13513,1,74.0028121068601,3.4,11.8,38,31.1,19.1
"Texas","Cameron",28756,420392,101,240.251955317894,6.2,32.8,26,24,17.3
"Texas","Camp",38660,12621,2,158.466048649077,4.9,15.5,35.7,30.2,18.6
"Texas","Cass",36905,30261,4,132.183338290209,5.1,14.5,43.3,25.8,16.4
"Texas","Castro",42786,7781,11,1413.70003855546,2.9,26.2,32.2,26.8,14.8
"Texas","Chambers",53673,38145,17,445.667846375672,5.4,12.7,29.1,36.7,21.5
"Texas","Cherokee",34468,50902,6,117.873560960277,4.1,20.7,31.5,31,16.9
"Texas","Clay",42335,10370,1,96.4320154291225,3.2,9.4,39.5,32.6,18.6
"Texas","Collin",65874,885241,306,345.6685806464,3.3,6.3,14.8,27.1,51.7
"Texas","Colorado",46821,20719,3,144.794632945605,3.3,18.5,36.4,26.5,18.6
"Texas","Comal",58067,123694,27,218.280595663492,3.2,7.6,26,31.2,35.3
"Texas","Comanche",42465,13550,3,221.40221402214,3.6,16.2,36.2,27.8,19.8
"Texas","Coryell",33996,75562,11,145.575818533125,4.1,11.9,28,44.5,15.7
"Texas","Crane",47758,4950,2,404.040404040404,3.8,23.1,30.7,33.7,12.4
"Texas","Crosby",30773,5899,1,169.520257670792,4.5,23.8,35.9,27.4,12.8
"Texas","Dallam",52148,7135,1,140.154169586545,2,30.8,26.5,29.1,13.6
"Texas","Dallas",58993,2518638,1261,500.667424218963,3.7,21.3,22.6,25.4,30.7
"Texas","Dawson",37111,13372,7,523.4819024828,4.3,27.3,36.6,23.6,12.5
"Texas","DeWitt",54549,20684,7,338.425836395281,3.1,19,39.2,29,12.8
"Texas","Deaf Smith",40470,19195,7,364.678301641052,2.8,27,34.2,26.7,12.2
"Texas","Denton",55933,753363,366,485.821576052978,3.2,7.5,18.1,29.9,44.5
"Texas","Donley",45736,3543,7,1975.72678521027,3.4,11.8,31.9,36.6,19.8
"Texas","Eastland",71142,18176,3,165.052816901408,3.4,16.4,35.5,34.9,13.3
"Texas","Ector",47271,153904,30,194.926707557958,2.7,23.9,30.1,30.4,15.6
"Texas","El Paso",35856,833487,132,158.370796425139,4.2,22.5,23.9,30.9,22.8
"Texas","Ellis",44313,159317,35,219.687792263224,3.3,14.3,28.3,34.3,23.1
"Texas","Erath",39572,40147,11,273.99307544773,3.1,13.9,23.4,32.9,29.7
"Texas","Falls",34619,16989,1,58.8616163399847,3.9,23,37.9,26.2,12.9
"Texas","Fannin",37605,33752,2,59.2557478075373,3.1,15,35.8,32.4,16.7
"Texas","Fayette",53564,24833,9,362.420972093585,2.8,15.8,40.3,25.8,18.1
"Texas","Floyd",37367,5949,1,168.095478231636,5.2,26.5,27.9,29.6,15.9
"Texas","Fort Bend",57540,685345,318,463.99988327047,4,9.8,17.7,26.3,46.1
"Texas","Franklin",39730,10600,1,94.3396226415094,4.1,11.3,30,35.1,23.6
"Texas","Gaines",36009,19425,1,51.4800514800515,2.6,38.8,29.4,19.4,12.4
"Texas","Galveston",51785,314198,256,814.772850240931,4.6,11.8,25.5,32.7,30
"Texas","Gillespie",60561,25520,1,39.1849529780564,2.5,10.6,30.6,24.9,33.8
"Texas","Goliad",43858,7549,3,397.403629619817,3.8,12.4,30.7,39.3,17.6
"Texas","Gonzales",43342,20462,1,48.8710780959828,3,24.1,41.4,22.2,12.3
"Texas","Gray",44002,23044,9,390.557194931436,3.9,19.9,32.3,34.4,13.3
"Texas","Grayson",42195,123534,14,113.329123965872,3.2,11.4,30.9,37.2,20.5
"Texas","Gregg",45401,123204,23,186.68225057628,4.1,16.2,28.7,34.4,20.8
"Texas","Grimes",35450,27172,4,147.210363609598,4.1,20.4,35.6,29.4,14.6
"Texas","Guadalupe",44809,147250,39,264.855687606112,3.1,11.4,30.9,30.2,27.5
"Texas","Hale",32263,34720,7,201.612903225806,4.8,23.8,33.9,25.8,16.5
"Texas","Hamilton",60744,8199,1,121.966093426028,3.3,18.5,33.8,26,21.7
"Texas","Hansford",62998,5509,1,181.52114721365,2.3,31.2,27.9,26.6,14.3
"Texas","Hardin",45982,55621,28,503.406986569821,5.2,12.1,39.4,33.2,15.3
"Texas","Harris",56474,4441370,2146,483.184242699888,4.4,19.1,23.2,26.8,31
"Texas","Harrison",41917,67336,11,163.359866935963,4.4,15.1,34.3,31.5,19.1
"Texas","Hays",43719,185025,61,329.685177678692,3,10.5,22.3,29.7,37.4
"Texas","Hemphill",58484,4180,1,239.234449760766,2.1,20.5,29.3,29.1,21
"Texas","Henderson",39627,79290,6,75.6715853197124,3.7,16.5,33.7,31.6,18.2
"Texas","Hidalgo",26410,831073,113,135.968801777943,6.6,35.5,23.2,22.9,18.4
"Texas","Hill",39205,34848,5,143.480257116621,3.6,17.6,34.6,30.6,17.1
"Texas","Hockley",38975,23577,10,424.142172456207,3.1,24,26.6,35.4,14
"Texas","Hood",50741,53921,10,185.456501177649,3.7,10.6,30,33.3,26.1
"Texas","Hopkins",39120,35921,4,111.355474513516,3.4,16.3,36.2,29.2,18.3
"Texas","Hunt",38029,88493,1,11.3003288395692,3.8,15,34.9,30.8,19.3
"Texas","Hutchinson",41550,21773,2,91.8568869701006,5,14.5,33.4,38.3,13.8
"Texas","Jackson",41770,14739,4,271.388832349549,3.3,16.8,33,34.1,16.1
"Texas","Jasper",40803,35552,3,84.3834383438344,6.5,15.4,44.6,27.6,12.4
"Texas","Jefferson",44065,252235,78,309.235435209229,6.3,16,32.6,31.9,19.6
"Texas","Jim Wells",40570,41353,2,48.3640848306048,5.4,25.4,36.7,25.2,12.7
"Texas","Johnson",41697,157456,24,152.42353419368,3.4,15.2,33.8,32.7,18.3
"Texas","Karnes",49593,14906,2,134.174158057158,2.8,23.8,36.6,25.1,14.4
"Texas","Kaufman",42837,111236,14,125.858535006653,3.5,13.8,33.1,32.3,20.7
"Texas","Kendall",84270,38880,9,231.481481481481,2.9,6.9,21.2,31,40.9
"Texas","Kerr",50150,50562,2,39.5553973339662,3.2,11.5,27.5,35.4,25.6
"Texas","Kleberg",38997,32190,2,62.1310966138552,5,20.8,25.2,29.1,24.8
"Texas","Knox",38457,3858,1,259.201658890617,3.6,19.5,32.4,28.4,19.6
"Texas","Lamar",40763,49523,6,121.155826585627,3.8,15.4,33.6,33.3,17.6
"Texas","Lamb",38247,13574,1,73.6702519522617,4.4,25.9,32.6,25.5,15.9
"Texas","Lampasas",49457,20156,2,99.2260369120857,3.7,9.4,28.1,42.5,20
"Texas","Lavaca",50919,19721,2,101.414735561077,3.2,14.7,41.2,27.4,16.7
"Texas","Lee",46713,16742,2,119.460040616414,3.1,16.1,36.8,31.3,15.9
"Texas","Leon",40388,16861,2,118.616926635431,5,17.6,38.8,27.3,16.4
"Texas","Liberty",37237,78117,12,153.615730250778,5.8,22.6,39.3,28.6,9.5
"Texas","Limestone",35771,23524,6,255.058663492603,4.7,18.9,34.9,32.2,14
"Texas","Live Oak",35636,12091,3,248.118435199735,3.8,20.8,34.5,31.6,13.2
"Texas","Llano",47476,19510,3,153.767298821117,3.7,14,25.9,34.4,25.7
"Texas","Lubbock",42569,293974,180,612.299046854484,3.1,14.2,26.3,30.5,29.1
"Texas","Lynn",33119,5771,4,693.120776295269,3.2,23.9,29.6,28.3,18.2
"Texas","Martin",56021,5460,2,366.300366300366,2.4,22.9,31.1,25.6,20.4
"Texas","Mason",44601,4071,1,245.639891918448,3.1,11.8,32.7,35.5,20
"Texas","Matagorda",40596,36519,42,1150.08625646924,6.1,21.7,31.7,29.9,16.7
"Texas","Maverick",30505,57023,5,87.6839170159409,8.1,40.3,21.9,25.3,12.5
"Texas","McCulloch",37927,8199,1,121.966093426028,3.3,19.9,30.5,30.6,19
"Texas","McLennan",41254,243441,56,230.035203601694,3.6,15.7,27.6,33.1,23.7
"Texas","Medina",39403,47894,6,125.276652607842,3.5,17,30.9,32.3,19.8
"Texas","Midland",124455,155830,27,173.265738304563,2.1,16.2,25.9,30.6,27.4
"Texas","Milam",36135,24256,3,123.68073878628,5.5,17.8,38.2,30.2,13.8
"Texas","Mitchell",31913,9076,1,110.180696342001,4.4,21.2,37.3,29.7,11.8
"Texas","Montague",42074,19416,1,51.5039142974866,3.2,14.5,37.5,32.5,15.5
"Texas","Montgomery",63605,518947,197,379.614873965935,3.8,12.6,22.3,30.4,34.7
"Texas","Moore",41275,22148,8,361.206429474445,2.7,33.3,23.3,29.1,14.3
"Texas","Morris",43421,12743,1,78.4744565643883,6.6,11.6,40.8,32.1,15.5
"Texas","Nacogdoches",37755,65301,21,321.587724537143,3.9,16.7,29.2,29.6,24.5
"Texas","Navarro",37922,48195,4,82.996161427534,3.7,21.7,29.4,32.7,16.1
"Texas","Newton",33350,14138,1,70.7313622860376,6.6,16.3,41.7,33.1,8.9
"Texas","Nueces",44378,356221,65,182.470994130048,4.7,17.6,28.9,32,21.5
"Texas","Oldham",49120,2070,3,1449.27536231884,2.6,14.3,33.4,29.7,22.5
"Texas","Orange",44938,83433,26,311.627293756667,5.7,11.7,38.8,34.3,15.3
"Texas","Palo Pinto",39125,28096,2,71.1845102505695,3.4,16.1,36,31.4,16.5
"Texas","Panola",43508,23769,4,168.286423492785,4.2,16.3,33.5,34.7,15.5
"Texas","Parker",53289,123164,6,48.7155337598649,3.1,10.9,28.8,33.5,26.8
"Texas","Pecos",36584,15893,1,62.9207827345372,3.6,30.5,36.5,23.3,9.8
"Texas","Polk",39438,46079,8,173.614878795113,5,19.8,36.7,29.5,14
"Texas","Potter",43945,121627,41,337.096203967869,2.9,22.6,31.6,31,14.8
"Texas","Randall",47966,128220,36,280.767430978007,2.6,8.1,21.9,37.9,32
"Texas","Reeves",39418,14349,1,69.6912676841592,2.1,36.1,27.6,25.5,10.8
"Texas","Robertson",40394,16500,2,121.212121212121,4.1,16.2,36.7,31,16.1
"Texas","Rockwall",61003,87809,11,125.271896958171,3.2,7.9,19.6,32.3,40.3
"Texas","Rusk",36485,53923,13,241.084509393023,4.1,19.9,31.5,34.1,14.5
"Texas","San Augustine",39879,8610,4,464.576074332172,6.5,19.2,39,28.5,13.3
"Texas","San Jacinto",34514,27099,1,36.9017306911694,5,16.1,49.5,23.5,10.9
"Texas","San Patricio",43945,66915,2,29.8886647239035,6.3,20.5,32.7,31.9,14.9
"Texas","Shelby",41666,25515,13,509.504213207917,4.3,25,33.4,27.2,14.5
"Texas","Smith",55229,218842,75,342.713007557964,3.6,14.8,24.2,35.2,25.8
"Texas","Starr",26316,62955,7,111.19053292034,10.1,48.5,25,16.2,10.3
"Texas","Swisher",41977,7581,2,263.817438332674,4.3,26.8,31.7,28.7,12.8
"Texas","Tarrant",51239,1945360,517,265.760579018793,3.5,14.4,24,30.2,31.5
"Texas","Taylor",45333,135143,38,281.183635112436,3.2,11.6,30.1,33.7,24.5
"Texas","Terry",32062,12739,6,470.994583562289,4.1,31.6,31.6,24.8,12
"Texas","Titus",34718,32506,2,61.5271026887344,5,24.2,32.7,27.2,15.9
"Texas","Tom Green",45993,116608,24,205.817782656422,3.2,14.3,30.5,31,24.2
"Texas","Travis",67504,1151145,502,436.087547615635,2.8,10.9,16.8,23.7,48.6
"Texas","Trinity",34514,14224,2,140.607424071991,5.1,16.6,37.5,33.1,12.8
"Texas","Tyler",32081,21418,2,93.3794005042488,6.6,15.6,44.2,27.7,12.5
"Texas","Upshur",36645,40354,5,123.903454428309,4.2,15.7,34.1,33.2,17
"Texas","Uvalde",39458,27117,5,184.386178412066,4.3,27.6,26.9,29.7,15.8
"Texas","Val Verde",36554,48974,6,122.513987013517,4.3,31.8,23.8,25.9,18.6
"Texas","Van Zandt",38200,52910,7,132.300132300132,3.5,16.5,33.3,33.2,17.1
"Texas","Victoria",46142,91081,50,548.961913022475,3.8,16.8,30.4,32.7,20.1
"Texas","Walker",28016,69789,15,214.933585522074,4.2,14.9,38.6,25.9,20.6
"Texas","Waller",39995,46820,11,234.942332336608,4.3,19.2,32.4,28.6,19.9
"Texas","Washington",52265,34438,21,609.791509379174,3.7,14.2,32.6,28.2,25
"Texas","Webb",31635,266673,122,457.489134633052,3.8,32.7,26.4,22.5,18.4
"Texas","Wharton",41473,41168,17,412.942090944423,3.7,21.7,29.5,31.7,17.1
"Texas","Wichita",43170,132355,48,362.66102527294,3.4,13.5,31.6,31.8,23
"Texas","Willacy",28593,21903,5,228.279231155549,9.9,34.1,36.5,19.3,10.1
"Texas","Williamson",50776,489250,81,165.559529892693,3.1,6.8,20.4,31.7,41.1
"Texas","Wilson",44255,46402,7,150.855566570406,3.1,13.4,35.9,30.2,20.5
"Texas","Wise",43752,61638,3,48.6712742139589,3.4,14.9,33.8,33.8,17.5
"Texas","Wood",38152,42852,4,93.3445346774946,4.2,15.2,34.2,34.2,16.4
"Texas","Young",50231,18350,3,163.487738419619,3.2,16.2,35.1,29,19.6
"Texas","Zapata",28294,14319,1,69.8372791396047,5.6,40,29.5,20.1,10.4
"Utah","Box Elder",37390,51518,13,252.338988314764,3,6.8,30.9,39,23.3
"Utah","Cache",38974,118343,24,202.800334620552,2.7,6.9,20.3,35,37.8
"Utah","Carbon",38499,20660,1,48.4027105517909,4.5,9.2,27.2,47.3,16.4
"Utah","Davis",46286,329692,158,479.235164941824,2.9,4.5,20.9,37.1,37.5
"Utah","Duchesne",36709,20380,1,49.0677134445535,4.6,12.1,36.6,36.9,14.4
"Utah","Emery",33145,10631,2,188.129056532781,4.8,6.1,33.9,45.3,14.7
"Utah","Garfield",36688,5024,1,199.044585987261,7.8,8,35.6,32,24.4
"Utah","Grand",54010,9429,1,106.05578534309,4.8,9.2,28.4,34.7,27.7
